Sequence;Type;d_molpdf;d_dope_score;d_normalized_dope;d_GA341_score;d_zscore;d_maxsub;d_lgscore;d_Z-score_mammoth;d_TM-score_mammoth;d_RMSD_TMalign;d_TM-score_TMalign;molpdf_ref;dope_score_ref;normalized_dope_ref;GA341_score_ref;zscore_ref;maxsub_ref;lgscore_ref;Z-score_mammoth_ref;TM-score_mammoth_ref;RMSD_TMalign_ref;TM-score_TMalign_ref;molpdf_tneg;dope_score_tneg;normalized_dope_tneg;GA341_score_tneg;zscore_tneg;maxsub_tneg;lgscore_tneg;Z-score_mammoth_tneg;TM-score_mammoth_tneg;RMSD_TMalign_tneg;TM-score_TMalign_tneg
QnrB8_EU043312_ref_qnr;Ref;-1996,68;-12016,83;-3,98;0,87;-6,48;0,28;3,8;3,54;0,19;-1,73;0,16;12624,32;-24888,67;-1,44;1;-4,28;0,6;5,77;10,93;0,98;0,39;0,98;14621,01;-12871,84;2,54;0,13;2,2;0,32;1,98;7,39;0,79;2,12;0,82
QnrB21_FJ611948_ref_qnr;Ref;-3877,77;-12301,15;-4,07;0,78;-7,38;0,33;4,29;3,87;0,26;-1,97;0,21;12453,56;-24775,79;-1,39;1;-4,1;0,58;5,95;10,93;0,98;0,38;0,98;16331,34;-12474,64;2,68;0,22;3,28;0,25;1,66;7,05;0,73;2,35;0,77
QnrB2_DQ351242_ref_qnr;Ref;11219,33;-7873,11;-2,61;0,81;-2,86;0,27;3,95;2,87;0,02;-0,41;0,01;12486,97;-24976,31;-1,35;1;-3,31;0,56;5,79;10,93;0,98;0,4;0,98;1267,64;-17103,2;1,25;0,19;-0,45;0,29;1,84;8,06;0,96;0,81;0,97
QnrB35_JN173057_ref_qnr;Ref;-2831,05;-12026,37;-3,98;0,86;-6,51;0,35;4,1;3,67;0,2;-1,6;0,16;12445,24;-24991,13;-1,37;1;-3,79;0,56;5,86;10,95;0,98;0,39;0,98;15276,29;-12964,75;2,61;0,14;2,72;0,21;1,76;7,27;0,78;1,99;0,82
GOB_8_AY348327_ref_blab3;Ref;-14185,08;-5233,64;-1,28;0,01;-4,59;0,21;0,91;3,04;0,18;-1,83;0,16;9645,75;-34683,61;-1,61;1;-6,52;0,61;5,49;11,99;0,98;0,96;0,98;23830,84;-29449,97;-0,33;0,99;-1,93;0,4;4,58;8,96;0,8;2,79;0,82
HGB-1_ACT97378_1_ref_blaa;Ref;-21000,7;-4320,68;-1,02;0;-3,96;0,2;1,78;1,58;0,14;-2,06;0,13;9599,76;-34673,84;-1,27;1;-9,05;0,56;5,48;12,28;0,98;0,43;0,98;30600,46;-30353,16;-0,25;1;-5,09;0,36;3,7;10,71;0,84;2,49;0,85
MGBLAB_KF628554_1_ref_blab1;Ref;-14728,15;-7276,84;-1,93;0,81;-3,65;0,24;2,97;6,58;0,45;-3,64;0,39;8427,55;-29173,5;-0,87;1;-6,8;0,41;4,78;11,36;0,98;0,63;0,98;23155,69;-21896,66;1,06;0,19;-3,15;0,16;1,8;4,78;0,53;4,27;0,59
QnrB38_JN173060_ref_qnr;Ref;-2879,54;-11938,01;-3,95;0,85;-6,72;0,36;4,43;3,56;0,2;-1,93;0,17;12566,88;-24963,82;-1,4;1;-4,38;0,59;5,81;10,95;0,98;0,37;0,98;15446,42;-13025,81;2,55;0,15;2,34;0,23;1,38;7,39;0,78;2,3;0,81
QnrS3_EU077611_ref_qnr;Ref;11711,9;-7852,95;-2,56;0,19;-2,38;0,31;3,08;2,78;-0,01;0,31;-0,01;12828,47;-24896,05;-1,22;1;-3,85;0,58;5,19;11,06;0,98;0,69;0,98;1116,58;-17043,1;1,34;0,81;-1,47;0,27;2,11;8,28;0,99;0,38;0,99
QnrB48_JQ762640_ref_qnr;Ref;-1446,66;-11246,58;-3,72;0,84;-3,39;0,42;4,35;6,58;0,46;-3,09;0,36;12437,71;-24905,16;-1,34;1;-3,55;0,58;5,85;10,95;0,98;0,37;0,98;13884,36;-13658,58;2,38;0,16;-0,16;0,16;1,51;4,36;0,52;3,46;0,62
GOB_9_AY647246_ref_blab3;Ref;-20832,47;-5508,38;-1,35;0,11;-5,2;0,16;0,93;2,98;0,18;-1,56;0,14;9571,55;-34741,59;-1,58;1;-6,43;0,6;5,41;11,93;0,98;0,97;0,98;30404,02;-29233,21;-0,23;0,89;-1,23;0,44;4,47;8,96;0,8;2,53;0,84
GOB_14_AY647252_ref_blab3;Ref;-20409,88;-5650,5;-1,37;0,16;-5,52;0,24;1,33;2,15;0,13;-1,2;0,11;9766,54;-34207,32;-1,52;1;-6,46;0,63;5,66;11,99;0,98;0,94;0,98;30176,42;-28556,81;-0,15;0,84;-0,94;0,39;4,34;9,84;0,85;2,14;0,87
GOB_18_DQ004496_ref_blab3;Ref;-12791,04;-4016,38;-0,98;0,07;-3,09;0,15;1,39;2,5;0,15;-1,35;0,13;9650,83;-35071,49;-1,57;1;-6,63;0,61;5,51;11,93;0,98;0,93;0,98;22441,87;-31055,11;-0,59;0,93;-3,54;0,46;4,12;9,43;0,83;2,28;0,86
Qnr_SRX032366_ref_qnr;Ref;7028,48;-9582,16;-3,17;0,69;-3,21;0,38;4;3,45;0,09;-0,6;0,07;8914,16;-24248,65;-1,36;1;-3,79;0,6;6,01;10,95;0,98;0,32;0,98;1885,68;-14666,49;1,81;0,31;-0,58;0,21;2,01;7,5;0,89;0,92;0,91
QnrD_FJ228229_ref_qnr;Ref;4062,8;-9194,97;-3,04;0,64;-2,97;0,3;3,31;2,67;0,01;-0,38;0,01;8079,9;-25311,36;-1,66;1;-4,37;0,55;5,57;10,95;0,98;0,32;0,98;4017,1;-16116,39;1,38;0,36;-1,4;0,25;2,26;8,28;0,98;0,7;0,98
GOB_10_AY647247_ref_blab3;Ref;-22062,69;-5848,03;-1,43;0,33;-4,89;0,15;0,69;2,9;0,17;-1,63;0,14;9655,95;-34828,1;-1,59;1;-6,78;0,61;5,42;11,99;0,98;0,9;0,98;31718,64;-28980,06;-0,17;0,67;-1,89;0,46;4,73;9,09;0,81;2,53;0,84
QnrA4_DQ058662_ref_qnr;Ref;2007,82;-10733,75;-3,49;0,88;-6,83;0,38;4,22;3,7;0,1;-0,47;0,09;9774,75;-24883,21;-1,18;1;-3,99;0,6;5,83;11,08;0,98;0,85;0,98;7766,93;-14149,46;2,31;0,12;2,84;0,22;1,61;7,39;0,88;1,32;0,9
GOB_1_AF090141_ref_blab3;Ref;-12805,71;-3850,75;-0,94;0,14;-3,26;0,2;1,44;2,84;0,17;-1,49;0,14;9795,81;-34806,32;-1,53;1;-6,49;0,64;5,65;11,93;0,98;0,88;0,98;22601,52;-30955,57;-0,59;0,86;-3,23;0,44;4,22;9,09;0,81;2,37;0,84
SCO_1_AM939419_ref_blaa;Ref;-15997,19;-3205,09;-0,79;0;-1,89;0,04;1,03;0,32;0,03;-0,51;0,03;6674,68;-30836,52;-1,33;1;-7,79;0,47;5,1;12,12;0,98;0,47;0,98;22671,86;-27631,42;-0,54;1;-5,9;0,43;4,07;11,8;0,95;0,98;0,96
MGAPH_KF628397_1_ref_aph;Ref;-38241,68;-11960,7;-2,83;0,3;-8,29;0,43;2,86;9,7;0,59;-4,57;0,51;13700,89;-38125,01;-1,56;1;-8,75;0,61;5,14;12,7;0,98;0,88;0,98;51942,57;-26164,31;1,27;0,7;-0,46;0,18;2,28;3;0,39;5,45;0,47
QnrA7_GQ463707_ref_qnr;Ref;-1881,05;-11758,86;-3,82;0,89;-6,31;0,43;4,41;3,92;0,14;-2,01;0,27;9906,91;-24902,63;-1,15;1;-4,21;0,57;5,37;11,08;0,98;0,77;0,98;11787,96;-13143,78;2,67;0,11;2,1;0,13;0,97;7,16;0,84;2,78;0,71
QnrA6_DQ151889_ref_qnr;Ref;44,33;-10663,73;-3,46;0,78;-5,13;0,41;4,1;4,15;0,15;-1,25;0,13;9777,82;-24945,68;-1,15;1;-4,17;0,58;5,37;11,08;0,98;0,85;0,98;9733,49;-14281,95;2,32;0,22;0,96;0,17;1,27;6,94;0,83;2,1;0,85
QnrA5_DQ058663_ref_qnr;Ref;-1406,88;-10780,32;-3,5;0,78;-5,25;0,4;3,68;6,61;0,42;-0,92;0,16;9757,54;-24994,67;-1,17;1;-4,11;0,59;5,61;11,08;0,98;0,85;0,98;11164,42;-14214,35;2,34;0,22;1,14;0,2;1,94;4,48;0,56;1,77;0,83
CepA_AAA22905_1_ref_blaa;Ref;-19533,41;-4649,97;-1,1;0;-2,09;0,04;0,38;1,06;0,07;-1,27;0,06;9004,52;-36046,15;-1,4;1;-8,37;0,57;5,28;12,34;0,98;0,48;0,98;28537,94;-31396,18;-0,3;1;-6,28;0,53;4,89;11,28;0,91;1,75;0,92
QnrB42_JN680743_ref_qnr;Ref;-11373,38;-14466,98;-4,79;0,71;-6,06;0,31;3,69;3,34;0,15;-1,51;0,14;7483,6;-25512,47;-1,51;1;-4,5;0,55;5,74;10,95;0,98;0,25;0,98;18856,99;-11045,49;3,28;0,29;1,56;0,24;2,05;7,61;0,83;1,76;0,85
MGAPH_KF627575_1_ref_aph;Ref;-33067,85;-12542,45;-2,97;0,6;-8,56;0,44;2,77;11,57;0,7;-5,03;0,62;13931,81;-37987,72;-1,58;1;-8,86;0,64;5,09;12,7;0,98;0,86;0,98;46999,66;-25445,27;1,39;0,4;-0,3;0,2;2,33;1,13;0,28;5,89;0,36
QnrB27_HM439641_ref_qnr;Ref;-7722,83;-11756;-3,89;0,93;-7,02;0,31;3,73;5,13;0,35;-2,43;0,18;7275,39;-25308,68;-1,56;1;-4,75;0,56;5,97;10,95;0,98;0,23;0,98;14998,22;-13552,68;2,33;0,07;2,27;0,25;2,23;5,82;0,64;2,66;0,8
QnrB36_JN173058_ref_qnr;Ref;-7202,95;-12998,4;-4,3;0,76;-7,09;0,4;4,88;3,23;0,13;-1,67;0,12;7505,93;-25529,96;-1,66;1;-4,67;0,59;6,21;10,95;0,98;0,23;0,98;14708,88;-12531,56;2,64;0,24;2,42;0,19;1,34;7,72;0,85;1,9;0,87
QnrA3_DQ058661_ref_qnr;Ref;277,28;-11428,27;-3,71;0,94;-7,05;0,33;3,48;4,03;0,15;-2,34;0,28;9758,04;-24901,65;-1,17;1;-4,09;0,56;5,32;11,08;0,98;0,75;0,98;9480,76;-13473,39;2,54;0,06;2,96;0,24;1,84;7,05;0,84;3,09;0,7
QnrB33_JN173055_ref_qnr;Ref;-7792,36;-11309,44;-3,74;0,99;-8,3;0,28;3,45;4,01;0,16;-2,33;0,23;7378,32;-25265,71;-1,54;1;-4,62;0,56;5,98;10,95;0,98;0,22;0,98;15170,68;-13956,27;2,21;0,01;3,68;0,28;2,53;6,94;0,82;2,55;0,75
QnrB37_JN173059_ref_qnr;Ref;6283,65;-8536,51;-2,83;0,76;-4,49;0,37;3,81;2,67;0;-0,23;0;7351,89;-25249,31;-1,6;1;-4,88;0,61;5,99;10,95;0,98;0,22;0,98;1068,23;-16712,8;1,23;0,24;-0,39;0,24;2,18;8,28;0,99;0,45;0,99
QnrB28_HM439643_ref_qnr;Ref;-172,43;-8266,99;-2,74;0,8;-5,4;0,3;3,29;2,67;0,02;-0,49;0,01;7407,06;-25438,77;-1,59;1;-4,77;0,53;5,74;10,95;0,98;0,21;0,98;7579,49;-17171,78;1,15;0,2;0,63;0,23;2,45;8,28;0,97;0,7;0,97
Qnr-A2_AY675584_ref_qnr;Ref;-1038,97;-11509,94;-3,74;0,95;-6,06;0,37;4,16;4,03;0,16;-1,23;0,14;9848,57;-24852,61;-1,12;1;-4;0,58;5,73;11,08;0,97;0,83;0,98;10887,54;-13342,67;2,62;0,05;2,06;0,21;1,57;7,05;0,81;2,06;0,84
THIN_B_CAC33832_1_ref_blab3;Ref;-13818,99;-5597,76;-1,25;0,63;-3,62;0,03;1,15;5,01;0,34;-2,99;0,3;9481,96;-32557,92;-0,65;1;-7,95;0,35;4,92;11,99;0,98;0,75;0,98;23300,94;-26960,15;0,6;0,37;-4,33;0,32;3,77;6,98;0,65;3,74;0,69
BLA_STRCLA_Q59830_ref_blaa;Ref;-8195,77;-2756,94;-0,59;0;-1,22;0;0,91;0,24;0,03;-0,32;0,03;7237,49;-31840,07;-0,84;1;-6,99;0,34;4,06;12,09;0,98;0,76;0,98;15433,26;-29083,14;-0,25;1;-5,77;0,34;3,15;11,86;0,95;1,08;0,95
GOB_16_GU188443_ref_blab3;Ref;-22585,25;-6881,57;-1,68;0;-4,99;0,23;1,09;2,69;0,14;-1,66;0,12;9622,71;-34838,71;-1,44;1;-7,11;0,63;5,58;12,05;0,98;0,73;0,98;32207,96;-27957,13;0,24;1;-2,12;0,39;4,5;9,36;0,84;2,39;0,86
QnrS_FJ418153_ref_qnr;Ref;1255;-9776,52;-3,18;0,81;-4,33;0,45;3,89;5,94;0,38;-2,53;0,3;12821,24;-24744,94;-1,1;1;-3,79;0,6;5,22;11,08;0,98;0,72;0,98;11566,24;-14968,42;2,08;0,19;0,54;0,15;1,33;5,15;0,6;3,25;0,68
QnrB19_EU432277_ref_qnr;Ref;-7302,87;-13376,49;-4,43;0,84;-6,16;0,18;2,62;3,45;0,18;-1,83;0,15;9220,47;-25458,63;-1,6;1;-4,7;0,6;5,91;10,95;0,98;0,18;0,98;16523,34;-12082,15;2,83;0,16;1,46;0,42;3,29;7,5;0,8;2,01;0,83
BLR9_ACH58989_1_ref_blab3;Ref;-16647,14;-4658,08;-1,1;0;-2,75;0,21;1,47;4,18;0,24;-2,24;0,2;10236,23;-33192,73;-1,02;1;-7,53;0,52;4,88;12,05;0,98;0,99;0,98;26883,37;-28534,64;0,08;1;-4,78;0,31;3,41;7,87;0,74;3,23;0,78
GOB_15_AY775547_ref_blab3;Ref;-18481,75;-5562,08;-1,35;0,13;-5,69;0,2;1,09;2,89;0,17;-1,79;0,16;9834,71;-34186,61;-1,52;1;-6,43;0,56;5,42;12,05;0,99;0,67;0,99;28316,46;-28624,53;-0,17;0,87;-0,74;0,35;4,34;9,16;0,81;2,46;0,83
MYCFORT_AAA19882_1_ref_blaa;Ref;-35005,43;-6434,67;-1,55;0,18;-4,16;0,01;0,73;1,3;0,11;-0,81;0,11;6601,14;-30134,09;-0,73;1;-7,13;0,44;4,9;12,01;0,99;0,51;0,99;41606,57;-23699,42;0,82;0,82;-2,97;0,42;4,17;10,71;0,87;1,32;0,87
IND_4_AF219135_ref_blab1;Ref;-7706,23;-6212,57;-1,82;0,79;-4,27;0,35;2,85;3,29;0,27;-2,3;0,31;7707,93;-28240,94;-1,52;1;-7,52;0,59;5,59;11,1;0,98;1,05;0,99;15414,15;-22028,37;0,3;0,21;-3,25;0,25;2,74;7,81;0,71;3,35;0,67
ACC_1_AJ133121_ref_blac;Ref;-12006,79;-8082,47;-1,48;0;-2,13;0,13;0,87;1,18;0,06;-1,11;0,05;11125,56;-44962,12;-1,29;1;-7,99;0,48;5,14;13,48;0,99;0,53;0,99;23132,35;-36879,64;0,19;1;-5,86;0,35;4,27;12,3;0,93;1,64;0,93
CSP-1_ADD82980_ref_blaa;Ref;-13431,12;-2656,43;-0,64;0;-2,64;0,04;0,82;0,66;0,03;-0,81;0,03;8531,01;-35897,33;-1,62;1;-8,36;0,57;5,95;12,34;0,99;0,36;0,99;21962,13;-33240,9;-0,98;1;-5,72;0,53;5,13;11,68;0,95;1,17;0,95
CME-1_AJ006275_ref_blaa;Ref;-9124,01;-1761,83;-0,42;0;-1,17;-0,01;0,18;0,37;0,02;-0,73;0,02;8931,72;-33630,07;-1,07;1;-7,16;0,42;4,65;12,34;0,99;0,35;0,99;18055,73;-31868,24;-0,65;1;-5,99;0,43;4,46;11,97;0,97;1,08;0,97
CAU_1_CAC48262_1_ref_blab3;Ref;-22321,42;-6217,53;-1,52;0,74;-5,81;0,16;1,31;5,48;0,35;-3,02;0,29;9487,25;-30721,96;-0,97;1;-7,81;0,48;5,11;12,13;0,98;0,82;0,99;31808,67;-24504,43;0,55;0,26;-2;0,32;3,8;6,65;0,64;3,84;0,69
ACC_2_AF180952_ref_blac;Ref;-9079,25;-7535,72;-1,37;0;-2,08;0,06;1,32;1,13;0,06;-1,25;0,05;11036,84;-45727,34;-1,3;1;-7,91;0,49;5,58;13,48;0,99;0,51;0,99;20116,1;-38191,62;0,07;1;-5,83;0,43;4,26;12,35;0,93;1,76;0,93
Qnr_CP002378_1_ref_qnr;Ref;-1554,73;-9839,99;-3,2;0,95;-5,64;0,36;4,1;5,82;0,36;-2,51;0,25;8979,25;-25496,35;-1,38;1;-4,46;0,58;5,37;11,19;0,98;0,73;0,99;10533,98;-15656,36;1,82;0,05;1,18;0,22;1,26;5,37;0,63;3,24;0,74
PAR-1_WP_008863796_1_ref_blaa;Ref;-29122,21;-7691,04;-1,78;0,02;-5,59;0,12;1,53;2,49;0,18;-1,59;0,17;8957,77;-35273,7;-1,31;1;-8,68;0,56;5,43;12,39;0,99;0,51;0,99;38079,98;-27582,66;0,47;0,98;-3,09;0,44;3,9;9,9;0,81;2,1;0,82
BLR3_ACH58987_1_ref_blab3;Ref;-17350,41;-5116,15;-1,2;0,23;-4,27;0,16;1,57;3,69;0,26;-2,34;0,23;10044,16;-32491,2;-1,04;1;-7,73;0,38;4,65;12,11;0,99;0,76;0,99;27394,56;-27375,05;0,16;0,77;-3,46;0,22;3,07;8,41;0,73;3,1;0,75
QNRSBON_CBJ94837_1_ref_qnr;Ref;-797,82;-9788,63;-3,22;0,93;-7,09;0,4;3,45;4,41;0,23;-1,81;0,19;10045,43;-24945,72;-1,54;1;-4,55;0,58;5,7;11,02;0,99;0,32;0,99;10843,25;-15157,09;1,68;0,07;2,54;0,18;2,25;6,6;0,76;2,13;0,79
MYCSMEGMATIS_YP_888266_1_ref_blac;Ref;-9827,29;-6539,23;-1,22;0;-2,52;0,09;1,24;1,81;0,12;-0,91;0,12;10584,15;-44524,7;-1,21;1;-8,95;0,48;5,08;13,53;0,99;0,88;0,99;20411,44;-37985,46;0;1;-6,43;0,39;3,84;11,72;0,86;1,79;0,87
PME-1_HQ541434_ref_blaa;Ref;-19939,26;-6556,52;-1,5;0,01;-0,84;0,23;2,35;4,31;0,29;-2;0,27;9460,16;-32375,14;-0,56;1;-6,05;0,41;4,46;12,09;0,99;0,71;0,99;29399,42;-25818,61;0,94;0,99;-5,21;0,18;2,11;7,78;0,69;2,71;0,72
ADC_AEZ55706_1_ref_blac;Ref;-5560,15;-6125,88;-1,13;0;-2,36;0,06;1,22;1,43;0,05;-0,47;0,05;10761;-45875,03;-1,56;1;-9,14;0,39;5,08;13,54;0,99;0,87;0,99;16321,14;-39749,16;-0,42;1;-6,78;0,34;3,86;12,11;0,93;1,34;0,94
GOB_11_AY647248_ref_blab3;Ref;-18452,87;-6283,36;-1,52;0,61;-5,76;0,19;1,4;3,21;0,19;-1,99;0,16;9944,6;-34237,4;-1,48;1;-6,76;0,57;5,69;12,16;0,99;0,57;0,99;28397,47;-27954,04;0,04;0,39;-1;0,38;4,29;8,96;0,8;2,56;0,83
DIM_1_GU323019_ref_blab1;Ref;-12100,08;-7614,28;-2,15;0,43;-5,24;0,38;3,49;5,85;0,43;-3,21;0,39;6584,63;-28172,88;-1,47;1;-8,62;0,52;5,45;11,34;0,99;0,67;0,99;18684,7;-20558,61;0,67;0,57;-3,38;0,14;1,96;5,5;0,56;3,88;0,6
MGAPH_KF626801_1_ref_aph;Ref;-13353,69;-8289,64;-1,92;0,05;-4,49;0,37;1,93;5,2;0,34;-3,07;0,35;10823,54;-36802,29;-1,24;1;-8,66;0,61;4,92;12,75;0,99;0,74;0,99;24177,23;-28512,65;0,68;0,95;-4,17;0,24;2,99;7,55;0,65;3,81;0,64
SFO_1_AFO69259_1_ref_blaa;Ref;-14286,53;-5557,94;-1,33;0,01;-1,76;0,07;1,35;1,42;0,11;-1,55;0,09;8856;-32319,82;-1,37;1;-6,85;0,35;5,01;12,07;0,99;0,72;0,99;23142,53;-26761,88;-0,04;0,99;-5,09;0,28;3,67;10,65;0,88;2,27;0,89
QNRVC1_ACC54440_2_ref_qnr;Ref;4010,09;-9898,28;-3,22;0,84;-5,83;0,34;3,44;3,04;0,01;0,05;0,01;8733,39;-25743,03;-1,47;1;-4,49;0,54;5,14;11,32;0,99;0,61;0,99;4723,3;-15844,75;1,75;0,16;1,34;0,2;1,7;8,28;0,98;0,56;0,98
QnrB22_FJ981621_ref_qnr;Ref;6002,21;-8538,89;-2,81;0,86;-4,25;0,29;3,7;2,85;0,02;-0,53;0,01;7346,03;-25233,33;-1,49;1;-4,39;0,59;5,88;11,02;0,99;0,24;0,99;1343,83;-16694,44;1,33;0,14;-0,14;0,3;2,19;8,17;0,97;0,77;0,97
QnrB9_EF653270_ref_qnr;Ref;6300,1;-8591,26;-2,83;0,9;-4,03;0,28;3,29;2,73;0;-0,16;0;7320,01;-25687,93;-1,61;1;-4,65;0,56;5,7;11,02;0,99;0,24;0,99;1019,91;-17096,67;1,22;0,1;-0,62;0,28;2,41;8,28;0,99;0,4;0,99
qnrB12_AM774474_ref_qnr;Ref;6292,24;-8456,07;-2,79;0,82;-3,95;0,27;3,93;2,73;0;-0,24;0;7355,67;-25701,24;-1,6;1;-4,65;0,58;5,91;11,02;0,99;0,23;0,99;1063,44;-17245,17;1,19;0,18;-0,7;0,31;1,98;8,28;0,99;0,47;0,99
QnrB4_DQ303921_ref_qnr;Ref;3382,02;-7829,03;-2,58;0,97;-5,7;0,36;3,73;3,29;0,09;-1,39;0,07;7373,86;-25254,47;-1,59;1;-4,49;0,56;5,86;11,02;0,99;0,22;0,99;3991,83;-17425,45;0,99;0,03;1,21;0,2;2,13;7,72;0,9;1,61;0,92
TMB_1_CBY88906_1_ref_blab1;Ref;-7553,79;-6726,74;-1,94;0,03;-3;0,41;3,74;5,87;0,44;-3;0,46;7073,01;-28022,99;-1,49;1;-7,94;0,55;5,55;11,34;0,99;0,66;0,99;14626,8;-21296,25;0,46;0,97;-4,94;0,13;1,82;5,48;0,55;3,66;0,53
SLB_1_AAT90846_1_ref_blab1;Ref;-9731,04;-6249,34;-1,78;0,29;-5,47;0,42;2,8;4,59;0,32;-2,67;0,28;6847,06;-27140,3;-1,34;1;-8,23;0,56;4,83;11,34;0,99;0,63;0,99;16578,09;-20890,96;0,44;0,71;-2,76;0,14;2,03;6,75;0,67;3,3;0,71
IND_3_AF219133_ref_blab1;Ref;-19339,14;-10593,91;-3,14;0,83;-9;0,57;5,31;8,28;0,57;-4,05;0,54;8187,4;-27887,79;-1,54;1;-7,88;0,6;5,84;11,23;0,99;0,92;0,99;27526,54;-17293,89;1,6;0,17;1,12;0,03;0,53;2,96;0,41;4,97;0,45
AER_1_U14748_ref_blaa;Ref;-9525,16;-826,71;-0,19;0;-1,07;0;0,5;0,02;0;0,05;0,01;6632,83;-31834,48;-0,82;1;-6,86;0,36;4,38;12,1;0,99;0,78;0,99;16157,99;-31007,77;-0,63;1;-5,79;0,36;3,88;12,09;0,98;0,73;0,98
QnrB34_JN173056_ref_qnr;Ref;6295,68;-8470,53;-2,79;0,86;-3,92;0,28;3,49;2,73;0;-0,1;0;7298,91;-25609,15;-1,57;1;-4,68;0,57;5,71;11,02;0,99;0,2;0,99;1003,23;-17138,63;1,22;0,14;-0,76;0,29;2,23;8,28;0,99;0,3;0,99
BLR18_ACH58997_1_ref_blac;Ref;-8118,11;-6027,06;-1,11;0;-1,79;0,07;1,43;1,92;0,09;-1,6;0,08;10272,94;-45471,36;-1,11;1;-8,82;0,45;5,61;13,53;0,99;0,51;0,99;18391,05;-39444,3;0;1;-7,03;0,39;4,18;11,6;0,9;2,11;0,91
L2_ABX44761_1_ref_blaa;Ref;-13182,01;-5088,29;-1,19;0,85;-2,67;0,26;1,79;2,91;0,2;-2,06;0,16;7700,88;-31302,36;-0,7;1;-6,22;0,41;4,35;12,18;0,99;0,53;0,99;20882,89;-26214,07;0,49;0,15;-3,55;0,15;2,57;9,27;0,79;2,59;0,83
TRU_1_EU046614_ref_blac;Ref;-7820,13;-6614,66;-1,23;0;-1,74;-0,03;0,7;1,83;0,1;-0,99;0,09;10723,86;-46450,5;-1,45;1;-8,67;0,49;5,62;13,57;0,99;0,87;0,99;18543,99;-39835,84;-0,22;1;-6,93;0,52;4,92;11,75;0,89;1,86;0,9
IND_2_EF394439_ref_blab1;Ref;-12804,25;-5527,12;-1,61;0;-5,63;0,3;2,14;2,11;0,19;-1,92;0,2;7891,88;-28148,46;-1,61;1;-7,7;0,62;5,9;11,23;0,99;0,91;0,99;20696,13;-22621,34;0;1;-2,07;0,32;3,76;9,12;0,8;2,83;0,79
TLA-1_GU441460_ref_blaa;Ref;-4434,92;-2127,23;-0,5;0;-2,27;0;0,73;0,42;0,01;-0,42;0,01;8297,96;-34570,85;-1,4;1;-8,61;0,51;5,37;12,39;0,99;0,36;0,99;12732,89;-32443,62;-0,9;1;-6,34;0,52;4,64;11,97;0,98;0,78;0,98
IMP_4_DQ307573_ref_blab1;Ref;-6484,17;-5436,45;-1,57;0,28;-3,49;0,16;1,42;4,36;0,34;-2,57;0,31;10101,79;-29196,79;-1,54;1;-7,28;0,51;5,44;11,28;0,99;0,74;0,99;16585,96;-23760,35;0,02;0,72;-3,79;0,34;4,02;6,92;0,65;3,31;0,68
IMP_15_AY553333_ref_blab1;Ref;-10960,32;-6943,52;-2;0,72;-5,09;0,31;2,61;4,13;0,33;-3,04;0,34;9918,62;-28554,21;-1,6;1;-7,61;0,53;5,42;11,28;0,99;0,73;0,99;20878,94;-21610,69;0,4;0,28;-2,52;0,22;2,81;7,15;0,66;3,77;0,65
FOX_8_HM565917_ref_blac;Ref;-10576,06;-7667,34;-1,42;0,01;-3,29;0,19;1,29;1,54;0,1;-1,4;0,09;10758,46;-46032,46;-1,39;1;-9,55;0,56;5,56;13,57;0,99;0,6;0,99;21334,52;-38365,12;0,03;0,99;-6,26;0,37;4,28;12,03;0,89;2;0,9
NPS_1_NP_598163_1_ref_blad;Ref;-2426,07;-1039,48;-0,28;0;-0,62;0,04;0,03;0,17;0,03;-0,16;0,01;8100,1;-31542,16;-1,15;1;-6,15;0,55;4,41;11,75;0,99;0,74;0,99;10526,17;-30502,68;-0,86;1;-5,53;0,51;4,38;11,58;0,95;0,9;0,97
OXA_101_AM412777_ref_blad;Ref;-7,13;-2786,6;-0,74;0;-1,52;0,15;0,41;0,1;0,01;-0,37;0,01;8839,76;-32054,85;-1,59;1;-7,89;0,59;4,68;11,93;0,99;0,43;0,99;8846,89;-29268,24;-0,85;1;-6,37;0,44;4,28;11,83;0,98;0,8;0,98
OXA_162_GU197550_ref_blad;Ref;-337,17;-1590,35;-0,43;0;-0,26;0,09;0,87;0,11;0,03;-0,4;0,02;8701,44;-32242,41;-1,48;1;-7,5;0,57;5,03;11,81;0,99;0,48;0,99;9038,61;-30652,07;-1,06;1;-7,24;0,48;4,16;11,7;0,96;0,88;0,98
OXA_198_HQ634775_ref_blad;Ref;-1859,43;-1621,2;-0,44;0;-0,97;0,06;0,59;0,29;0,03;-0,36;0,02;7514,92;-32404,99;-1,48;1;-7,67;0,54;4,76;11,75;0,99;0,71;0,99;9374,35;-30783,79;-1,04;1;-6,7;0,48;4,18;11,46;0,96;1,07;0,97
OXA_20_AF024602_ref_blad;Ref;-1445,74;-1475,43;-0,39;0;-0,84;0,08;0,31;0,53;0,05;-0,61;0,04;8720,55;-32369,47;-1,7;1;-7,17;0,51;4,38;11,79;0,99;0,47;0,99;10166,29;-30894,05;-1,31;1;-6,33;0,43;4,07;11,26;0,94;1,08;0,95
